loan_id,credit_score,risk_band,ml_default_score,score_date,score_band
LN0041006,763,Prime,0.185,2026-03-06,Medium Risk
LN0041007,836,Prime,0.304,2026-03-06,High Risk
LN0041008,821,Prime,0.3537,2026-03-06,High Risk
LN0041009,802,Prime,0.1815,2026-03-06,Medium Risk
LN0041010,754,Prime,0.1515,2026-03-06,Medium Risk
LN0041011,803,Prime,0.0271,2026-03-06,Low Risk
LN0041012,792,Prime,0.4309,2026-03-06,High Risk
LN0041013,721,Near-Prime,0.5336,2026-03-06,Very High Risk
LN0041014,747,Near-Prime,0.063,2026-03-06,Low Risk
LN0041015,780,Prime,0.1251,2026-03-06,Medium Risk
LN0041016,779,Prime,0.1095,2026-03-06,Medium Risk
LN0041017,612,Sub-Prime,0.1632,2026-03-06,Medium Risk
LN0041018,785,Prime,0.2696,2026-03-06,High Risk
LN0041019,672,Sub-Prime,0.2293,2026-03-06,Medium Risk
LN0041020,801,Prime,0.1992,2026-03-06,Medium Risk
LN0041021,810,Prime,0.2741,2026-03-06,High Risk
LN0041022,849,Prime,0.0446,2026-03-06,Low Risk
LN0041023,660,Sub-Prime,0.1165,2026-03-06,Medium Risk
LN0041024,838,Prime,0.0945,2026-03-06,Low Risk
LN0041025,808,Prime,0.1688,2026-03-06,Medium Risk
LN0041026,744,Near-Prime,0.0863,2026-03-06,Low Risk
LN0041027,691,Near-Prime,0.2409,2026-03-06,Medium Risk
LN0041028,837,Prime,0.132,2026-03-06,Medium Risk
LN0041029,779,Prime,0.0791,2026-03-06,Low Risk
LN0041030,581,Sub-Prime,0.4307,2026-03-06,High Risk
LN0041031,730,Near-Prime,0.3141,2026-03-06,High Risk
LN0041032,793,Prime,0.2039,2026-03-06,Medium Risk
LN0041033,658,Sub-Prime,0.1456,2026-03-06,Medium Risk
LN0041034,764,Prime,0.4269,2026-03-06,High Risk
LN0041035,641,Sub-Prime,0.3243,2026-03-06,High Risk
LN0041036,789,Prime,0.2479,2026-03-06,Medium Risk
LN0041037,643,Sub-Prime,0.5742,2026-03-06,Very High Risk
LN0041038,671,Sub-Prime,0.1261,2026-03-06,Medium Risk
LN0041039,561,Deep Sub-Prime,0.1879,2026-03-06,Medium Risk
LN0041040,647,Sub-Prime,0.2312,2026-03-06,Medium Risk
LN0041041,621,Sub-Prime,0.1978,2026-03-06,Medium Risk
LN0041042,707,Near-Prime,0.2129,2026-03-06,Medium Risk
LN0041043,805,Prime,0.3663,2026-03-06,High Risk
LN0041044,646,Sub-Prime,0.0367,2026-03-06,Low Risk
LN0041045,707,Near-Prime,0.0246,2026-03-06,Low Risk
LN0041046,784,Prime,0.171,2026-03-06,Medium Risk
LN0041047,654,Sub-Prime,0.1027,2026-03-06,Medium Risk
LN0041048,649,Sub-Prime,0.2901,2026-03-06,High Risk
LN0041049,816,Prime,0.1668,2026-03-06,Medium Risk
LN0041050,622,Sub-Prime,0.1914,2026-03-06,Medium Risk
LN0041051,423,Deep Sub-Prime,0.2975,2026-03-06,High Risk
LN0041052,686,Near-Prime,0.349,2026-03-06,High Risk
LN0041053,680,Near-Prime,0.2109,2026-03-06,Medium Risk
LN0041054,791,Prime,0.149,2026-03-06,Medium Risk
LN0041055,785,Prime,0.1571,2026-03-06,Medium Risk
LN0041056,471,Deep Sub-Prime,0.1548,2026-03-06,Medium Risk
LN0041057,688,Near-Prime,0.306,2026-03-06,High Risk
LN0041058,715,Near-Prime,0.271,2026-03-06,High Risk
LN0041059,798,Prime,0.0666,2026-03-06,Low Risk
LN0041060,831,Prime,0.5027,2026-03-06,Very High Risk
LN0041061,746,Near-Prime,0.0785,2026-03-06,Low Risk
LN0041062,700,Near-Prime,0.0943,2026-03-06,Low Risk
LN0041063,738,Near-Prime,0.407,2026-03-06,High Risk
LN0041064,743,Near-Prime,0.2211,2026-03-06,Medium Risk
LN0041065,771,Prime,0.1403,2026-03-06,Medium Risk
LN0041066,743,Near-Prime,0.0669,2026-03-06,Low Risk
LN0041067,663,Sub-Prime,0.0349,2026-03-06,Low Risk
LN0041068,668,Sub-Prime,0.2029,2026-03-06,Medium Risk
LN0041069,473,Deep Sub-Prime,0.1727,2026-03-06,Medium Risk
LN0041070,752,Prime,0.2455,2026-03-06,Medium Risk
LN0041071,796,Prime,0.1108,2026-03-06,Medium Risk
LN0041072,729,Near-Prime,0.0767,2026-03-06,Low Risk
LN0041073,417,Deep Sub-Prime,0.0786,2026-03-06,Low Risk
LN0041074,840,Prime,0.1663,2026-03-06,Medium Risk
LN0041075,835,Prime,0.1162,2026-03-06,Medium Risk
LN0041076,615,Sub-Prime,0.1572,2026-03-06,Medium Risk
LN0041077,782,Prime,0.0607,2026-03-06,Low Risk
LN0041078,746,Near-Prime,0.1606,2026-03-06,Medium Risk
LN0041079,799,Prime,0.4776,2026-03-06,High Risk
LN0041080,623,Sub-Prime,0.3693,2026-03-06,High Risk
LN0041081,594,Sub-Prime,0.1061,2026-03-06,Medium Risk
LN0041082,776,Prime,0.0437,2026-03-06,Low Risk
LN0041083,843,Prime,0.2051,2026-03-06,Medium Risk
LN0041084,842,Prime,0.2433,2026-03-06,Medium Risk
LN0041085,827,Prime,0.1244,2026-03-06,Medium Risk
LN0041086,788,Prime,0.3436,2026-03-06,High Risk
LN0041087,719,Near-Prime,0.2051,2026-03-06,Medium Risk
LN0041088,846,Prime,0.3308,2026-03-06,High Risk
LN0041089,602,Sub-Prime,0.1702,2026-03-06,Medium Risk
LN0041090,601,Sub-Prime,0.0484,2026-03-06,Low Risk
LN0041091,730,Near-Prime,0.3221,2026-03-06,High Risk
LN0041092,709,Near-Prime,0.1227,2026-03-06,Medium Risk
LN0041093,615,Sub-Prime,0.1933,2026-03-06,Medium Risk
LN0041094,714,Near-Prime,0.1033,2026-03-06,Medium Risk
LN0041095,823,Prime,0.0866,2026-03-06,Low Risk
LN0041096,412,Deep Sub-Prime,0.2429,2026-03-06,Medium Risk
LN0041097,631,Sub-Prime,0.2089,2026-03-06,Medium Risk
LN0041098,773,Prime,0.1255,2026-03-06,Medium Risk
LN0041099,829,Prime,0.2244,2026-03-06,Medium Risk
LN0041100,698,Near-Prime,0.1021,2026-03-06,Medium Risk
LN0041101,795,Prime,0.0821,2026-03-06,Low Risk
LN0041102,725,Near-Prime,0.4985,2026-03-06,High Risk
LN0041103,672,Sub-Prime,0.5003,2026-03-06,Very High Risk
LN0041104,482,Deep Sub-Prime,0.0097,2026-03-06,Low Risk
LN0041105,799,Prime,0.1125,2026-03-06,Medium Risk
LN0041106,776,Prime,0.388,2026-03-06,High Risk
LN0041107,525,Deep Sub-Prime,0.2285,2026-03-06,Medium Risk
LN0041108,680,Near-Prime,0.1844,2026-03-06,Medium Risk
LN0041109,629,Sub-Prime,0.0764,2026-03-06,Low Risk
LN0041110,655,Sub-Prime,0.1773,2026-03-06,Medium Risk
LN0041111,634,Sub-Prime,0.2384,2026-03-06,Medium Risk
LN0041112,726,Near-Prime,0.0522,2026-03-06,Low Risk
LN0041113,736,Near-Prime,0.0826,2026-03-06,Low Risk
LN0041114,841,Prime,0.2572,2026-03-06,High Risk
LN0041115,687,Near-Prime,0.3987,2026-03-06,High Risk
LN0041116,848,Prime,0.0109,2026-03-06,Low Risk
LN0041117,574,Deep Sub-Prime,0.0526,2026-03-06,Low Risk
LN0041118,712,Near-Prime,0.1188,2026-03-06,Medium Risk
LN0041119,719,Near-Prime,0.3698,2026-03-06,High Risk
LN0041120,753,Prime,0.0509,2026-03-06,Low Risk
LN0041121,640,Sub-Prime,0.323,2026-03-06,High Risk
LN0041122,558,Deep Sub-Prime,0.1365,2026-03-06,Medium Risk
LN0041123,809,Prime,0.3811,2026-03-06,High Risk
LN0041124,776,Prime,0.1376,2026-03-06,Medium Risk
LN0041125,830,Prime,0.3477,2026-03-06,High Risk
LN0041126,690,Near-Prime,0.0765,2026-03-06,Low Risk
LN0041127,777,Prime,0.0798,2026-03-06,Low Risk
LN0041128,803,Prime,0.1137,2026-03-06,Medium Risk
LN0041129,686,Near-Prime,0.0757,2026-03-06,Low Risk
LN0041130,751,Prime,0.1137,2026-03-06,Medium Risk
LN0041131,715,Near-Prime,0.0484,2026-03-06,Low Risk
LN0041132,699,Near-Prime,0.0783,2026-03-06,Low Risk
LN0041133,702,Near-Prime,0.2555,2026-03-06,High Risk
LN0041134,802,Prime,0.0195,2026-03-06,Low Risk
LN0041135,802,Prime,0.0288,2026-03-06,Low Risk
LN0041136,538,Deep Sub-Prime,0.0545,2026-03-06,Low Risk
LN0041137,727,Near-Prime,0.0649,2026-03-06,Low Risk
LN0041138,684,Near-Prime,0.1468,2026-03-06,Medium Risk
LN0041139,714,Near-Prime,0.1077,2026-03-06,Medium Risk
LN0041140,493,Deep Sub-Prime,0.1813,2026-03-06,Medium Risk
LN0041141,743,Near-Prime,0.0307,2026-03-06,Low Risk
LN0041142,647,Sub-Prime,0.6067,2026-03-06,Very High Risk
LN0041143,799,Prime,0.1675,2026-03-06,Medium Risk
LN0041144,709,Near-Prime,0.1519,2026-03-06,Medium Risk
LN0041145,661,Sub-Prime,0.352,2026-03-06,High Risk
LN0041146,695,Near-Prime,0.1782,2026-03-06,Medium Risk
LN0041147,735,Near-Prime,0.1084,2026-03-06,Medium Risk
LN0041148,719,Near-Prime,0.0775,2026-03-06,Low Risk
LN0041149,683,Near-Prime,0.1373,2026-03-06,Medium Risk
LN0041150,789,Prime,0.2638,2026-03-06,High Risk
LN0041151,591,Sub-Prime,0.4831,2026-03-06,High Risk
LN0041152,622,Sub-Prime,0.3112,2026-03-06,High Risk
LN0041153,585,Sub-Prime,0.0918,2026-03-06,Low Risk
LN0041154,654,Sub-Prime,0.2605,2026-03-06,High Risk
LN0041155,728,Near-Prime,0.389,2026-03-06,High Risk
LN0041156,508,Deep Sub-Prime,0.1948,2026-03-06,Medium Risk
LN0041157,711,Near-Prime,0.0572,2026-03-06,Low Risk
LN0041158,537,Deep Sub-Prime,0.2806,2026-03-06,High Risk
LN0041159,612,Sub-Prime,0.215,2026-03-06,Medium Risk
LN0041160,704,Near-Prime,0.202,2026-03-06,Medium Risk
LN0041161,664,Sub-Prime,0.2511,2026-03-06,High Risk
LN0041162,665,Sub-Prime,0.1857,2026-03-06,Medium Risk
LN0041163,709,Near-Prime,0.4108,2026-03-06,High Risk
LN0041164,748,Near-Prime,0.198,2026-03-06,Medium Risk
LN0041165,691,Near-Prime,0.1336,2026-03-06,Medium Risk
LN0041166,690,Near-Prime,0.1447,2026-03-06,Medium Risk
LN0041167,708,Near-Prime,0.3129,2026-03-06,High Risk
LN0041168,831,Prime,0.2159,2026-03-06,Medium Risk
LN0041169,529,Deep Sub-Prime,0.2535,2026-03-06,High Risk
LN0041170,723,Near-Prime,0.1654,2026-03-06,Medium Risk
LN0041171,714,Near-Prime,0.3893,2026-03-06,High Risk
LN0041172,792,Prime,0.6369,2026-03-06,Very High Risk
LN0041173,702,Near-Prime,0.2333,2026-03-06,Medium Risk
LN0041174,838,Prime,0.2875,2026-03-06,High Risk
LN0041175,737,Near-Prime,0.4088,2026-03-06,High Risk
LN0041176,764,Prime,0.0735,2026-03-06,Low Risk
LN0041177,777,Prime,0.258,2026-03-06,High Risk
LN0041178,758,Prime,0.1496,2026-03-06,Medium Risk
LN0041179,541,Deep Sub-Prime,0.0439,2026-03-06,Low Risk
LN0041180,671,Sub-Prime,0.1294,2026-03-06,Medium Risk
LN0041181,665,Sub-Prime,0.2287,2026-03-06,Medium Risk
LN0041182,593,Sub-Prime,0.1391,2026-03-06,Medium Risk
LN0041183,675,Sub-Prime,0.2876,2026-03-06,High Risk
LN0041184,550,Deep Sub-Prime,0.301,2026-03-06,High Risk
LN0041185,791,Prime,0.1999,2026-03-06,Medium Risk
LN0041186,765,Prime,0.153,2026-03-06,Medium Risk
LN0041187,776,Prime,0.2729,2026-03-06,High Risk
LN0041188,681,Near-Prime,0.1411,2026-03-06,Medium Risk
LN0041189,708,Near-Prime,0.1261,2026-03-06,Medium Risk
LN0041190,778,Prime,0.172,2026-03-06,Medium Risk
LN0041191,761,Prime,0.0621,2026-03-06,Low Risk
LN0041192,689,Near-Prime,0.2673,2026-03-06,High Risk
LN0041193,708,Near-Prime,0.0946,2026-03-06,Low Risk
LN0041194,715,Near-Prime,0.1331,2026-03-06,Medium Risk
LN0041195,717,Near-Prime,0.0233,2026-03-06,Low Risk
LN0041196,722,Near-Prime,0.0391,2026-03-06,Low Risk
LN0041197,812,Prime,0.0401,2026-03-06,Low Risk
LN0041198,723,Near-Prime,0.2288,2026-03-06,Medium Risk
LN0041199,606,Sub-Prime,0.2954,2026-03-06,High Risk
LN0041200,676,Sub-Prime,0.1983,2026-03-06,Medium Risk
LN0041201,492,Deep Sub-Prime,0.1604,2026-03-06,Medium Risk
LN0041202,806,Prime,0.0694,2026-03-06,Low Risk
LN0041203,580,Sub-Prime,0.1284,2026-03-06,Medium Risk
LN0041204,691,Near-Prime,0.0947,2026-03-06,Low Risk
LN0041205,681,Near-Prime,0.1655,2026-03-06,Medium Risk
LN0041206,736,Near-Prime,0.2496,2026-03-06,Medium Risk
LN0041207,680,Near-Prime,0.1751,2026-03-06,Medium Risk
LN0041208,528,Deep Sub-Prime,0.1527,2026-03-06,Medium Risk
LN0041209,830,Prime,0.1833,2026-03-06,Medium Risk
LN0041210,593,Sub-Prime,0.1302,2026-03-06,Medium Risk
LN0041211,800,Prime,0.2921,2026-03-06,High Risk
LN0041212,742,Near-Prime,0.2581,2026-03-06,High Risk
LN0041213,617,Sub-Prime,0.1558,2026-03-06,Medium Risk
LN0041214,595,Sub-Prime,0.2547,2026-03-06,High Risk
LN0041215,685,Near-Prime,0.0538,2026-03-06,Low Risk
LN0041216,699,Near-Prime,0.1708,2026-03-06,Medium Risk
LN0041217,745,Near-Prime,0.0224,2026-03-06,Low Risk
LN0041218,737,Near-Prime,0.1324,2026-03-06,Medium Risk
LN0041219,737,Near-Prime,0.0467,2026-03-06,Low Risk
LN0041220,500,Deep Sub-Prime,0.1221,2026-03-06,Medium Risk
LN0041221,594,Sub-Prime,0.1021,2026-03-06,Medium Risk
LN0041222,737,Near-Prime,0.3843,2026-03-06,High Risk
LN0041223,492,Deep Sub-Prime,0.0543,2026-03-06,Low Risk
LN0041224,694,Near-Prime,0.2993,2026-03-06,High Risk
LN0041225,825,Prime,0.2509,2026-03-06,High Risk
LN0041226,735,Near-Prime,0.1678,2026-03-06,Medium Risk
LN0041227,473,Deep Sub-Prime,0.2339,2026-03-06,Medium Risk
LN0041228,659,Sub-Prime,0.0669,2026-03-06,Low Risk
LN0041229,797,Prime,0.0339,2026-03-06,Low Risk
LN0041230,607,Sub-Prime,0.084,2026-03-06,Low Risk
LN0041231,410,Deep Sub-Prime,0.096,2026-03-06,Low Risk
LN0041232,437,Deep Sub-Prime,0.5014,2026-03-06,Very High Risk
LN0041233,699,Near-Prime,0.0489,2026-03-06,Low Risk
LN0041234,846,Prime,0.0515,2026-03-06,Low Risk
LN0041235,498,Deep Sub-Prime,0.1225,2026-03-06,Medium Risk
LN0041236,624,Sub-Prime,0.1205,2026-03-06,Medium Risk
LN0041237,607,Sub-Prime,0.0757,2026-03-06,Low Risk
LN0041238,693,Near-Prime,0.1247,2026-03-06,Medium Risk
LN0041239,723,Near-Prime,0.0954,2026-03-06,Low Risk
LN0041240,773,Prime,0.0768,2026-03-06,Low Risk
LN0041241,674,Sub-Prime,0.1024,2026-03-06,Medium Risk
LN0041242,802,Prime,0.1301,2026-03-06,Medium Risk
LN0041243,777,Prime,0.1954,2026-03-06,Medium Risk
LN0041244,499,Deep Sub-Prime,0.4224,2026-03-06,High Risk
LN0041245,770,Prime,0.1249,2026-03-06,Medium Risk
LN0041246,842,Prime,0.1116,2026-03-06,Medium Risk
LN0041247,501,Deep Sub-Prime,0.2989,2026-03-06,High Risk
LN0041248,637,Sub-Prime,0.047,2026-03-06,Low Risk
LN0041249,790,Prime,0.0136,2026-03-06,Low Risk
LN0041250,717,Near-Prime,0.2314,2026-03-06,Medium Risk
LN0041251,717,Near-Prime,0.1028,2026-03-06,Medium Risk
LN0041252,778,Prime,0.2693,2026-03-06,High Risk
LN0041253,506,Deep Sub-Prime,0.21,2026-03-06,Medium Risk
LN0041254,814,Prime,0.2881,2026-03-06,High Risk
LN0041255,807,Prime,0.0966,2026-03-06,Low Risk
LN0041256,734,Near-Prime,0.2076,2026-03-06,Medium Risk
LN0041257,589,Sub-Prime,0.0771,2026-03-06,Low Risk
LN0041258,577,Deep Sub-Prime,0.0865,2026-03-06,Low Risk
LN0041259,754,Prime,0.1226,2026-03-06,Medium Risk
LN0041260,829,Prime,0.138,2026-03-06,Medium Risk
LN0041261,835,Prime,0.2451,2026-03-06,Medium Risk
LN0041262,751,Prime,0.1426,2026-03-06,Medium Risk
LN0041263,750,Prime,0.429,2026-03-06,High Risk
LN0041264,842,Prime,0.0689,2026-03-06,Low Risk
LN0041265,780,Prime,0.2149,2026-03-06,Medium Risk
LN0041266,603,Sub-Prime,0.2117,2026-03-06,Medium Risk
LN0041267,728,Near-Prime,0.3044,2026-03-06,High Risk
LN0041268,641,Sub-Prime,0.2752,2026-03-06,High Risk
LN0041269,637,Sub-Prime,0.2249,2026-03-06,Medium Risk
LN0041270,824,Prime,0.1219,2026-03-06,Medium Risk
LN0041271,721,Near-Prime,0.268,2026-03-06,High Risk
LN0041272,730,Near-Prime,0.3967,2026-03-06,High Risk
LN0041273,753,Prime,0.3043,2026-03-06,High Risk
LN0041274,615,Sub-Prime,0.1166,2026-03-06,Medium Risk
LN0041275,733,Near-Prime,0.2219,2026-03-06,Medium Risk
LN0041276,710,Near-Prime,0.4668,2026-03-06,High Risk
LN0041277,705,Near-Prime,0.1524,2026-03-06,Medium Risk
LN0041278,656,Sub-Prime,0.1377,2026-03-06,Medium Risk
LN0041279,555,Deep Sub-Prime,0.2122,2026-03-06,Medium Risk
LN0041280,725,Near-Prime,0.1493,2026-03-06,Medium Risk
LN0041281,528,Deep Sub-Prime,0.2618,2026-03-06,High Risk
LN0041282,744,Near-Prime,0.1383,2026-03-06,Medium Risk
LN0041283,683,Near-Prime,0.1175,2026-03-06,Medium Risk
LN0041284,695,Near-Prime,0.2059,2026-03-06,Medium Risk
LN0041285,802,Prime,0.3614,2026-03-06,High Risk
LN0041286,622,Sub-Prime,0.0463,2026-03-06,Low Risk
LN0041287,838,Prime,0.2625,2026-03-06,High Risk
LN0041288,845,Prime,0.2098,2026-03-06,Medium Risk
LN0041289,733,Near-Prime,0.1801,2026-03-06,Medium Risk
LN0041290,818,Prime,0.1895,2026-03-06,Medium Risk
LN0041291,482,Deep Sub-Prime,0.0282,2026-03-06,Low Risk
LN0041292,690,Near-Prime,0.2068,2026-03-06,Medium Risk
LN0041293,729,Near-Prime,0.393,2026-03-06,High Risk
LN0041294,750,Prime,0.0948,2026-03-06,Low Risk
LN0041295,595,Sub-Prime,0.2977,2026-03-06,High Risk
LN0041296,648,Sub-Prime,0.2576,2026-03-06,High Risk
LN0041297,587,Sub-Prime,0.0029,2026-03-06,Low Risk
LN0041298,588,Sub-Prime,0.0827,2026-03-06,Low Risk
LN0041299,805,Prime,0.0422,2026-03-06,Low Risk
LN0041300,656,Sub-Prime,0.2388,2026-03-06,Medium Risk
LN0041301,802,Prime,0.2355,2026-03-06,Medium Risk
LN0041302,709,Near-Prime,0.1805,2026-03-06,Medium Risk
LN0041303,572,Deep Sub-Prime,0.4524,2026-03-06,High Risk
LN0041304,697,Near-Prime,0.1629,2026-03-06,Medium Risk
LN0041305,599,Sub-Prime,0.3717,2026-03-06,High Risk
LN0041306,796,Prime,0.3245,2026-03-06,High Risk
LN0041307,516,Deep Sub-Prime,0.1425,2026-03-06,Medium Risk
LN0041308,791,Prime,0.3467,2026-03-06,High Risk
LN0041309,695,Near-Prime,0.2899,2026-03-06,High Risk
LN0041310,703,Near-Prime,0.0772,2026-03-06,Low Risk
LN0041311,798,Prime,0.0592,2026-03-06,Low Risk
LN0041312,650,Sub-Prime,0.3858,2026-03-06,High Risk
LN0041313,620,Sub-Prime,0.214,2026-03-06,Medium Risk
LN0041314,806,Prime,0.1187,2026-03-06,Medium Risk
LN0041315,724,Near-Prime,0.3255,2026-03-06,High Risk
LN0041316,727,Near-Prime,0.022,2026-03-06,Low Risk
LN0041317,793,Prime,0.4824,2026-03-06,High Risk
LN0041318,729,Near-Prime,0.4035,2026-03-06,High Risk
LN0041319,710,Near-Prime,0.3007,2026-03-06,High Risk
LN0041320,808,Prime,0.3185,2026-03-06,High Risk
LN0041321,809,Prime,0.5772,2026-03-06,Very High Risk
LN0041322,785,Prime,0.1168,2026-03-06,Medium Risk
LN0041323,694,Near-Prime,0.1151,2026-03-06,Medium Risk
LN0041324,627,Sub-Prime,0.0486,2026-03-06,Low Risk
LN0041325,817,Prime,0.1467,2026-03-06,Medium Risk
LN0041326,740,Near-Prime,0.1479,2026-03-06,Medium Risk
LN0041327,645,Sub-Prime,0.1417,2026-03-06,Medium Risk
LN0041328,609,Sub-Prime,0.3674,2026-03-06,High Risk
LN0041329,776,Prime,0.3616,2026-03-06,High Risk
LN0041330,834,Prime,0.1071,2026-03-06,Medium Risk
LN0041331,600,Sub-Prime,0.3559,2026-03-06,High Risk
LN0041332,631,Sub-Prime,0.2494,2026-03-06,Medium Risk
LN0041333,731,Near-Prime,0.2714,2026-03-06,High Risk
LN0041334,593,Sub-Prime,0.3058,2026-03-06,High Risk
LN0041335,655,Sub-Prime,0.464,2026-03-06,High Risk
LN0041336,777,Prime,0.2571,2026-03-06,High Risk
LN0041337,409,Deep Sub-Prime,0.1569,2026-03-06,Medium Risk
LN0041338,732,Near-Prime,0.0301,2026-03-06,Low Risk
LN0041339,813,Prime,0.3284,2026-03-06,High Risk
LN0041340,485,Deep Sub-Prime,0.2461,2026-03-06,Medium Risk
LN0041341,638,Sub-Prime,0.3203,2026-03-06,High Risk
LN0041342,601,Sub-Prime,0.1534,2026-03-06,Medium Risk
LN0041343,787,Prime,0.1957,2026-03-06,Medium Risk
LN0041344,742,Near-Prime,0.213,2026-03-06,Medium Risk
LN0041345,846,Prime,0.0978,2026-03-06,Low Risk
LN0041346,561,Deep Sub-Prime,0.3495,2026-03-06,High Risk
LN0041347,722,Near-Prime,0.3357,2026-03-06,High Risk
LN0041348,765,Prime,0.1764,2026-03-06,Medium Risk
LN0041349,849,Prime,0.2023,2026-03-06,Medium Risk
LN0041350,632,Sub-Prime,0.4058,2026-03-06,High Risk
LN0041351,800,Prime,0.3786,2026-03-06,High Risk
LN0041352,495,Deep Sub-Prime,0.0846,2026-03-06,Low Risk
LN0041353,730,Near-Prime,0.0876,2026-03-06,Low Risk
LN0041354,798,Prime,0.1136,2026-03-06,Medium Risk
LN0041355,744,Near-Prime,0.136,2026-03-06,Medium Risk
LN0041356,706,Near-Prime,0.2494,2026-03-06,Medium Risk
LN0041357,735,Near-Prime,0.1278,2026-03-06,Medium Risk
LN0041358,816,Prime,0.0266,2026-03-06,Low Risk
LN0041359,720,Near-Prime,0.1553,2026-03-06,Medium Risk
LN0041360,703,Near-Prime,0.1339,2026-03-06,Medium Risk
LN0041361,793,Prime,0.3014,2026-03-06,High Risk
LN0041362,743,Near-Prime,0.4682,2026-03-06,High Risk
LN0041363,712,Near-Prime,0.2146,2026-03-06,Medium Risk
LN0041364,820,Prime,0.1974,2026-03-06,Medium Risk
LN0041365,501,Deep Sub-Prime,0.3538,2026-03-06,High Risk
LN0041366,713,Near-Prime,0.4775,2026-03-06,High Risk
LN0041367,421,Deep Sub-Prime,0.6375,2026-03-06,Very High Risk
LN0041368,756,Prime,0.0224,2026-03-06,Low Risk
LN0041369,657,Sub-Prime,0.2455,2026-03-06,Medium Risk
LN0041370,702,Near-Prime,0.1429,2026-03-06,Medium Risk
LN0041371,518,Deep Sub-Prime,0.0686,2026-03-06,Low Risk
LN0041372,544,Deep Sub-Prime,0.6809,2026-03-06,Very High Risk
LN0041373,808,Prime,0.175,2026-03-06,Medium Risk
LN0041374,730,Near-Prime,0.2182,2026-03-06,Medium Risk
LN0041375,713,Near-Prime,0.1695,2026-03-06,Medium Risk
LN0041376,780,Prime,0.3297,2026-03-06,High Risk
LN0041377,438,Deep Sub-Prime,0.0383,2026-03-06,Low Risk
LN0041378,717,Near-Prime,0.2516,2026-03-06,High Risk
LN0041379,779,Prime,0.103,2026-03-06,Medium Risk
LN0041380,690,Near-Prime,0.1802,2026-03-06,Medium Risk
LN0041381,779,Prime,0.0836,2026-03-06,Low Risk
LN0041382,707,Near-Prime,0.1001,2026-03-06,Medium Risk
LN0041383,555,Deep Sub-Prime,0.2009,2026-03-06,Medium Risk
LN0041384,690,Near-Prime,0.2957,2026-03-06,High Risk
LN0041385,819,Prime,0.3381,2026-03-06,High Risk
LN0041386,704,Near-Prime,0.1526,2026-03-06,Medium Risk
LN0041387,837,Prime,0.1651,2026-03-06,Medium Risk
LN0041388,838,Prime,0.2236,2026-03-06,Medium Risk
LN0041389,655,Sub-Prime,0.1469,2026-03-06,Medium Risk
LN0041390,652,Sub-Prime,0.2021,2026-03-06,Medium Risk
LN0041391,711,Near-Prime,0.0989,2026-03-06,Low Risk
LN0041392,722,Near-Prime,0.1743,2026-03-06,Medium Risk
LN0041393,848,Prime,0.2302,2026-03-06,Medium Risk
LN0041394,727,Near-Prime,0.1793,2026-03-06,Medium Risk
LN0041395,708,Near-Prime,0.1781,2026-03-06,Medium Risk
LN0041396,774,Prime,0.3013,2026-03-06,High Risk
LN0041397,612,Sub-Prime,0.1863,2026-03-06,Medium Risk
LN0041398,738,Near-Prime,0.0182,2026-03-06,Low Risk
LN0041399,423,Deep Sub-Prime,0.373,2026-03-06,High Risk
LN0041400,734,Near-Prime,0.1217,2026-03-06,Medium Risk
LN0041401,498,Deep Sub-Prime,0.2699,2026-03-06,High Risk
LN0041402,806,Prime,0.263,2026-03-06,High Risk
LN0041403,699,Near-Prime,0.1542,2026-03-06,Medium Risk
LN0041404,735,Near-Prime,0.255,2026-03-06,High Risk
LN0041405,762,Prime,0.3465,2026-03-06,High Risk
LN0041406,612,Sub-Prime,0.145,2026-03-06,Medium Risk
LN0041407,826,Prime,0.0444,2026-03-06,Low Risk
LN0041408,747,Near-Prime,0.1591,2026-03-06,Medium Risk
LN0041409,828,Prime,0.3576,2026-03-06,High Risk
LN0041410,805,Prime,0.1799,2026-03-06,Medium Risk
LN0041411,791,Prime,0.0674,2026-03-06,Low Risk
LN0041412,809,Prime,0.1951,2026-03-06,Medium Risk
LN0041413,752,Prime,0.2985,2026-03-06,High Risk
LN0041414,840,Prime,0.0296,2026-03-06,Low Risk
LN0041415,592,Sub-Prime,0.1205,2026-03-06,Medium Risk
LN0041416,838,Prime,0.2135,2026-03-06,Medium Risk
LN0041417,687,Near-Prime,0.098,2026-03-06,Low Risk
LN0041418,610,Sub-Prime,0.4153,2026-03-06,High Risk
LN0041419,778,Prime,0.3272,2026-03-06,High Risk
LN0041420,699,Near-Prime,0.2749,2026-03-06,High Risk
LN0041421,822,Prime,0.1007,2026-03-06,Medium Risk
LN0041422,611,Sub-Prime,0.0882,2026-03-06,Low Risk
LN0041423,700,Near-Prime,0.4698,2026-03-06,High Risk
LN0041424,807,Prime,0.2889,2026-03-06,High Risk
LN0041425,651,Sub-Prime,0.0691,2026-03-06,Low Risk
LN0041426,516,Deep Sub-Prime,0.0509,2026-03-06,Low Risk
LN0041427,789,Prime,0.1256,2026-03-06,Medium Risk
LN0041428,706,Near-Prime,0.1241,2026-03-06,Medium Risk
LN0041429,731,Near-Prime,0.1612,2026-03-06,Medium Risk
LN0041430,547,Deep Sub-Prime,0.3673,2026-03-06,High Risk
LN0041431,421,Deep Sub-Prime,0.1741,2026-03-06,Medium Risk
